ID,Reference,refyear,OriginalTitle,FrenchTitle,EnglishTitle,CommitteDecisionDate,kind,Genre,support,SecretariatDecision,firstfilm,secondfilm,budget,reason,Director,key,AnnouncedAmount,CoproducerId,country1,countryname1_english,percentage_participation,contributor_rank,majmin,lumieres_id,lumieres_title,lumieres_matching_title,lumieres_directors,lumieres_prod_year,lumieres_relevance,lumieres_admissions,imdb_id,imdb_ratings,imdb_nbvotes
7060,13-130-F,2013,La Buca,Compagnons de Fortune,Money Buddies,2013-12-19,Fiction,,Supported,Eligible,0,0,2705533.0,,['Daniele Cipri'],7060,"[2560000.0, 640000.0]","[30665, 30954]","['IT ', 'CH ']","['Italy', 'Switzerland']","[0.94621, 0.23655]","[2, 6]","['Minority', 'Minority']",49447,La buca,La buca,Daniele Ciprì,2014,1.0,116675,tt3463244,5.9,377
7061,13-131-F,2013,Mammal,Mammal,Mammal,,Fiction,,Inelegible,Withdrawal Producer,0,1,3000000.0,,['Rebecca   Daly'],7061,"[1132325.0, 1867675.0]","[9795, 22319]","['LU ', 'IE ']","['Luxembourg', 'Ireland']","[0.37744, 0.62256]","[2, 1]","['Minority', 'Majority']",70817,Mammal,Mammal,Rebecca Daly,2016,1.0,4651,tt3777860,6.1,996
7062,13-132-F,2013,General,Le general,General,2013-12-17,Fiction,,Inelegible,Withdrawal Secretariat,0,0,797000.0,,['Bakur Bakuradze'],7062,"[160000.0, 150000.0, 487000.0]","[16372, 24268, 30822]","['RS ', 'FR ', 'RU ']","['Serbia', 'France', 'Russia']","[0.20075, 0.18821, 0.61104]","[2, 3, 1]","['Minority', 'Minority', 'Majority']",71574,L'intérêt général & moi,L'intérêt général & moi,"Sophie Metrich, Julien Milanesi",2016,0.69,7036,tt5768836,-1.0,-1
7063,13-133-F,2013,11 Minutes,11 Minutes,11 Minutes,2013-12-19,Fiction,,Supported,Eligible,0,0,2177974.91,,['Jerzy Skolimowski'],7063,"[1672920.9, 415000.0]","[17763, 22023]","['PL ', 'IE ']","['Poland', 'Ireland']","[0.76811, 0.19054]","[2, 5]","['Minority', 'Minority']",66927,11 minut,11 minutes,Jerzy Skolimowski,2015,1.0,140758,tt3865478,5.7,2077
7064,13-134-F,2013,Les Chevaliers,Les Chevaliers,The Knights,2013-12-19,Fiction,,Supported,Eligible,0,0,9544198.0,,['Joachim Lafosse'],7064,"[4669264.0, 4763592.0]","[353, 24323]","['BE ', 'FR ']","['Belgium', 'France']","[0.48923, 0.49911]","[4, 3]","['Minority', 'Minority']",68136,Les chevaliers blancs,Les chevaliers blancs,Joachim Lafosse,2015,0.95,236031,tt3597510,6.1,689
7065,13-135-F,2013,YOU ONLY LIVE ONCE,YOU ONLY LIVE ONCE,YOU ONLY LIVE ONCE,,Fiction,,Inelegible,Withdrawal Producer,0,1,2028804.0,,['Dimitri Vorris'],7065,"[1402276.0, 626528.0]","[30345, 30631]","['LU ', 'GR ']","['Luxembourg', 'Greece']","[0.69118, 0.30882]","[1, 2]","['Majority', 'Minority']",49092,Kankerlijers,YOLO: You Only Live Once,Lodewijk Crijns,2014,0.95,35572,tt2559244,6.3,435
7066,13-136-F,2013,La prigione di Bobbio,La prison de Bobbio,The prison of Bobbio,2013-12-19,Fiction,,Rejected,Eligible,0,0,1626106.0,,['Marco Bellocchio'],7066,"[243916.0, 243916.0, 1138274.0]","[18, 36, 29455]","['CH ', 'FR ', 'IT ']","['Switzerland', 'France', 'Italy']","[0.15, 0.15, 0.7]","[2, 2, 1]","['Minority', 'Minority', 'Majority']",64131,Sangue del mio sangue,La prigione di Bobbio,Marco Bellocchio,2015,1.0,85731,tt2922590,6.1,1181
7067,13-137-C,2013,La trahison des pères,La trahison des pères,The Betrayal of our Fathers,2013-12-17,Documentary,,Inelegible,Withdrawal Secretariat,0,1,1146798.51,,['Laurent  Bécue-Renard'],7067,"[262340.51, 884458.0]","[25196, 30802]","['CH ', 'FR ']","['Switzerland', 'France']","[0.22876, 0.77124]","[2, 1]","['Minority', 'Majority']",48243,Of Men and War,Of Men and War,Laurent Bécue-Renard,2014,1.0,8081,tt3704008,6.9,166
7068,13-138-F,2013,Skammerens Datter,La Morsure du Dragon,The Shamer's Daughter,2013-12-19,Fiction,,Supported,Eligible,0,0,6892370.96,,['Kenneth Kainz'],7068,"[710402.07, 788771.14, 733016.04, 4572033.97, 857030.92]","[9789, 12477, 13881, 14864, 23538]","['SE ', 'IS ', 'CZ ', 'DK ', 'NO ']","['Sweden', 'Iceland', 'Czech Republic', 'Denmark', 'Norway']","[0.10307, 0.11444, 0.10635, 0.66335, 0.12434]","[13, 9, 12, 1, 8]","['Minority', 'Minority', 'Minority', 'Majority', 'Minority']",59372,Skammerens datter,The Shamer's Daughter,Kenneth Kainz,2015,1.0,272902,tt3022458,6.0,4225
7069,13-139-F,2013,Gelo,Jeu de glace,Ice,2013-12-19,Fiction,,Supported,Eligible,0,1,1460000.0,,['Luis Galvao Teles'],7069,"[1200000.0, 300000.0]","[14752, 21945]","['PT ', 'ES ']","['Portugal', 'Spain']","[0.82192, 0.20548]","[1, 3]","['Majority', 'Minority']",68370,Gelo,Gelo,"Luís Galvão Teles, Gonçalo Galvão Teles",2016,1.0,2200,tt3577616,5.8,150
7070,14-001-C,2014,"Athos, Im Jenseits dieser Welt",,Mount Athos - A Taste of Heaven,2014-03-13,Documentary,,Rejected,Eligible,0,0,650000.0,,['Peter Bardehle'],7070,"[65000.0, 455000.0, 130000.0]","[14499, 30011, 31140]","['GR ', 'DE ', 'AT ']","['Greece', 'Germany', 'Austria']","[0.1, 0.7, 0.2]","[3, 1, 2]","['Minority', 'Majority', 'Minority']",70206,Athos - Im Jenseits dieser Welt,Athos - Im Jenseits dieser Welt,"Peter Bardehle, Andreas Martin",2015,0.95,30254,tt5843792,7.0,435
7071,14-002-F,2014,Shooting Stars (ex. Vatreno krstenje Ljiljana Vidica),Le Baptême du feu de Ljiljan Vidic,Ljiljan Vidic's Baptism of Fire,2014-03-13,Fiction,,Supported,Eligible,0,1,1172305.0,,['Ivan-Goran Vitez'],7071,"[868097.6, 236215.54]","[16547, 24676]","['HR ', 'RS ']","['Croatia', 'Serbia']","[0.7405, 0.2015]","[2, 5]","['Minority', 'Minority']",70652,Narodni heroj Ljiljan Vidic,Narodni heroj Ljiljan Vidic,Ivan-Goran Vitez,2015,1.0,57980,tt3989912,5.7,943
7072,14-003-F,2014,Aferim!,Aferim!,Aferim!,2014-03-13,Fiction,,Supported,Eligible,0,0,1485635.0,,['Radu Jude'],7072,"[306489.0, 183100.0, 964353.0, 382324.0]","[11937, 17003, 25800, 26150]","['BG ', 'CZ ', 'RO ', 'FR ']","['Bulgaria', 'Czech Republic', 'Romania', 'France']","[0.2063, 0.12325, 0.64912, 0.25735]","[6, 10, 1, 5]","['Minority', 'Minority', 'Majority', 'Minority']",64087,Aferim!,Aferim!,Radu Jude,2015,1.0,117355,tt4374460,7.6,7817
7073,14-004-F,2014,Molly Monster,Molly Monster,Molly Monster,2014-03-13,Animation,,Supported,Eligible,0,0,4694386.48,,"['Ted Sieger', 'Michael Ekblad', 'Matthias Bruhn']",7073,"[2115603.58, 472766.69, 2087434.42]","[31045, 31160, 31534]","['CH ', 'SE ', 'DE ']","['Switzerland', 'Sweden', 'Germany']","[0.45067, 0.10071, 0.44467]","[3, 8, 5]","['Minority', 'Minority', 'Minority']",69103,Ted Sieger's Molly Monster - Der Kinofilm,Ted Sieger's Molly Monster - Der Kinofilm,"Matthias Bruhn, Michael Ekbladh, Ted Sieger",2016,0.95,117468,tt4439784,5.9,130
7074,14-005-F,2014,La Giovinezza (ex-Il Futuro),Le Futur,"Youth (ex ""The Future"")",2014-03-13,Fiction,,Supported,Eligible,0,0,10804877.0,,['Paolo Sorrentino'],7074,"[9112304.61, 1452686.24, 1320623.85, 1320623.86]","[16909, 31134, 32500, 32501]","['IT ', 'FR ', 'UK ', 'CH ']","['Italy', 'France', 'United Kingdom', 'Switzerland']","[0.84335, 0.13445, 0.12222, 0.12222]","[2, 4, 7, 6]","['Minority', 'Minority', 'Minority', 'Minority']",63978,Youth,Youth,Paolo Sorrentino,2015,1.0,2856816,tt3312830,7.3,83460
7075,14-006-F,2014,Henkesi edesta,,Cross Your Heart,2014-03-13,Fiction,,Rejected,Eligible,0,0,2129000.0,,['Petri Kotwica'],7075,"[463957.0, 1665043.0]","[17036, 31044]","['IE ', 'FI ']","['Ireland', 'Finland']","[0.21792, 0.78208]","[2, 1]","['Minority', 'Majority']",65867,Henkesi edestä,Henkesi edestä,Petri Kotwica,2015,0.95,21377,tt3442634,6.2,444
7076,14-007-F,2014,Sedmero,Les Sept Corbeaux,Seven ravens,2014-03-13,Fiction,,Supported,Eligible,0,0,1912000.0,,['Alice Nellis'],7076,"[1098701.0, 861386.0]","[30650, 31237]","['SK ', 'CZ ']","['Slovakia', 'Czech Republic']","[0.57463, 0.45052]","[2, 4]","['Minority', 'Minority']",65117,Sedmero krkavcu,The Seven Ravens,Alice Nellis,2015,0.95,138642,tt3037336,7.1,495
7077,14-008-F,2014,Our Everyday Life (Nasa Svakodnevna Prica),Notre histoire quotidienne,Our Everyday Life,2014-03-13,Fiction,,Supported,Eligible,1,0,585503.31,,['Ines Tanovic'],7077,"[144791.27, 342421.62, 96147.28]","[323, 22021, 31334]","['SI ', 'BA ', 'HR ']","['Slovenia', 'Bosnia-Herzegovina', 'Croatia']","[0.24729, 0.58483, 0.16421]","[5, 2, 7]","['Minority', 'Minority', 'Minority']",70718,Nasa svakodnevna prica,Our Everyday Life,Ines Tanovic,2015,1.0,927,tt3805294,6.5,189
7078,14-009-F,2014,Maraviglioso Boccaccio,,Maraviglioso Boccaccio,2014-03-13,Fiction,,Supported,Eligible,0,0,5300000.0,,['Paolo & Vittorio Taviani'],7078,"[4730195.0, 525577.0]","[59, 31134]","['IT ', 'FR ']","['Italy', 'France']","[0.89249, 0.09917]","[1, 5]","['Majority', 'Minority']",57993,Maraviglioso Boccaccio,Maraviglioso Boccaccio,"Paolo Taviani, Vittorio Taviani",2015,1.0,184752,tt3596952,5.8,1004
7079,14-010-F,2014,Publieke Werken,Travaux Publics,Public Works,2014-03-13,Fiction,,Rejected,Eligible,0,0,6493000.0,,['Joram Lursen'],7079,"[1870085.0, 782201.0, 3840714.0]","[14601, 26259, 27975]","['HU ', 'BE ', 'NL ']","['Hungary', 'Belgium', 'Netherlands']","[0.28802, 0.12047, 0.59152]","[2, 3, 1]","['Minority', 'Minority', 'Majority']",66837,Publieke werken,Public Works,Joram Lürsen,2015,1.0,228207,tt3765078,6.7,2414
7081,14-012-F,2014,Moonwalkers,Moonwalkers,Moonwalkers,,Fiction,,Inelegible,Withdrawal Secretariat,1,0,7288080.0,,['Antoine Bardou  Jacquet'],7081,"[2165135.0, 3158946.0, 1963999.0]","[16851, 26724, 31050]","['BE ', 'LU ', 'FR ']","['Belgium', 'Luxembourg', 'France']","[0.29708, 0.43344, 0.26948]","[2, 1, 3]","['Minority', 'Majority', 'Minority']",69639,Moonwalkers,Moonwalkers,Antoine Bardou-Jacquet,2015,1.0,34029,tt2718440,6.1,9964
7082,14-013-F,2014,Il racconto dei racconti,Le contes des contes,Tales of tales,2014-03-13,Fiction,,Supported,Eligible,0,0,10914620.28,,['Matteo Garrone'],7082,"[1333086.0, 10665889.0]","[25238, 31125]","['FR ', 'IT ']","['France', 'Italy']","[0.12214, 0.97721]","[3, 1]","['Minority', 'Majority']",56846,Il racconto dei racconti,"Tale of tales, Le conte des contes",Matteo Garrone,2015,0.95,745879,tt3278330,6.4,31362
7083,14-014-F,2014,Jednaki,Les egaux,Equals,,Fiction,,Inelegible,Withdrawal Secretariat,0,0,743740.75,,"['Ivica Vidanovic', 'Igor  Stoimenov', 'Dejan Karaklajic', 'Darko Lungulov', 'Milos  Petricic', 'Mladen Djordjevic']",7083,"[519794.0, 74908.75, 149038.0]","[29394, 31004, 31277]","['RS ', 'HR ', 'SI ']","['Serbia', 'Croatia', 'Slovenia']","[0.69889, 0.10072, 0.20039]","[1, 3, 2]","['Majority', 'Minority', 'Minority']",46884,Monument to Michael Jackson,Monument to Michael Jackson,Darko Lungulov,2014,1.0,2577,tt1597725,6.1,510
7084,14-015-F,2014,Mammal,Mammal,Mammal,2014-03-13,Fiction,,Rejected,Eligible,0,1,3000000.0,,['Rebecca   Daly'],7084,"[1135280.0, 300000.0, 1564720.0]","[9795, 15297, 22319]","['LU ', 'NL ', 'IE ']","['Luxembourg', 'Netherlands', 'Ireland']","[0.37843, 0.1, 0.52157]","[2, 3, 1]","['Minority', 'Minority', 'Majority']",70817,Mammal,Mammal,Rebecca Daly,2016,1.0,4651,tt3777860,6.1,996
7085,14-016-F,2014,Muntele Magic,La montagne magique,The Magic Mountain,2014-03-13,Animation,,Rejected,Eligible,0,0,986092.23,,['Anca Damian'],7085,"[300000.0, 486092.23, 200000.0]","[24268, 27689, 31423]","['FR ', 'RO ', 'PL ']","['France', 'Romania', 'Poland']","[0.30423, 0.49295, 0.20282]","[2, 1, 3]","['Minority', 'Majority', 'Minority']",64204,La montagne magique,La montagne magique,Anca Damian,2015,1.0,5155,tt4688658,6.9,152
7086,14-017-F,2014,Aventura de o noapte,Aventure d'une Nuit,One Night Stand,2014-03-13,Fiction,,Rejected,Eligible,0,0,1306039.0,,['Catalin Mitulescu'],7086,"[1044645.0, 261394.0]","[12498, 22804]","['RO ', 'SE ']","['Romania', 'Sweden']","[0.79986, 0.20014]","[1, 2]","['Majority', 'Minority']",70681,Dincolo de calea feratã,Dincolo de calea feratã,Catalin Mitulescu,2016,1.0,4766,tt4936300,5.8,266
7087,14-018-F,2014,Paradise Suite (ex-Our Sun),Notre Soleil,The Paradise Suite (ex-Our Sun),2014-03-13,Fiction,,Supported,Eligible,0,1,1285000.46,,['Joost Van Ginkel'],7087,"[304420.66, 136057.83, 904862.51]","[16361, 17846, 29494]","['SE ', 'BG ', 'NL ']","['Sweden', 'Bulgaria', 'Netherlands']","[0.2369, 0.10588, 0.70417]","[5, 7, 2]","['Minority', 'Minority', 'Minority']",66849,The Paradise Suite,The Paradise Suite,Joost van Ginkel,2015,0.95,10492,tt4246894,7.2,1807
7088,14-019-F,2014,Vulcania,Vulcania,Vulcania,2014-03-13,Fiction,,Rejected,Eligible,1,0,1669317.0,,['José Skaf'],7088,"[349234.0, 1320083.0]","[26939, 27556]","['SE ', 'ES ']","['Sweden', 'Spain']","[0.20921, 0.79079]","[2, 1]","['Minority', 'Majority']",72213,Vulcania,Vulcania,José Skaf,2015,1.0,2385,tt2392451,4.7,240
7089,14-020-F,2014,Schneider vs. Bax,Schneider vs. Bax,Schneider vs. Bax,2014-03-13,Fiction,,Supported,Eligible,0,0,2997266.0,,['Alex van Warmerdam'],7089,"[2260552.0, 663540.0]","[12487, 31132]","['NL ', 'BE ']","['Netherlands', 'Belgium']","[0.7542, 0.22138]","[2, 5]","['Minority', 'Minority']",64136,Schneider vs. Bax,Schneider vs. Bax,Alex van Warmerdam,2015,1.0,61493,tt3430416,6.6,3484
7090,14-021-F,2014,Melanijas hronika,Les chroniques de Mélanie,Chronicles of Melanie,2014-03-13,Fiction,,Supported,Eligible,0,0,705000.0,,['Viesturs Kairišs'],7090,"[735309.0, 151316.0, 166085.0]","[30295, 31413, 34017]","['LV ', 'FI ', 'CZ ']","['Latvia', 'Finland', 'Czech Republic']","[1.04299, 0.21463, 0.23558]","[1, 8, 5]","['Majority', 'Minority', 'Minority']",69895,Melanijas hronika,Melanijas hronika,Viesturs Kairiss,2016,1.0,84234,tt5541426,7.3,932
7091,14-022-F,2014,Amnésie,Amnésie,,2014-03-13,Fiction,,Rejected,Eligible,0,0,2209214.65,,['Barbet Schroeder'],7091,"[773225.42, 1435989.23]","[191, 349]","['FR ', 'CH ']","['France', 'Switzerland']","[0.35, 0.65]","[2, 1]","['Minority', 'Majority']",64043,Amnesia,Amnesia,Barbet Schroeder,2015,0.95,72551,tt3774092,6.1,1206
7092,14-023-F,2014,Ruzgarin Hatiralari,Les Mémoires Du Vent,Memories Of The Wind,,Fiction,,Inelegible,Withdrawal Secretariat,0,0,1331000.0,,['Ozcan Alper'],7092,"[133100.0, 287847.0, 776953.0, 133100.0]","[15115, 24268, 24690, 31137]","['DE ', 'FR ', 'TR ', 'GE ']","['Germany', 'France', 'Türkiye', 'Georgia']","[0.1, 0.21626, 0.58374, 0.1]","[3, 2, 1, 3]","['Minority', 'Minority', 'Majority', 'Minority']",65771,Rüzgârin Hatiralari,Rüzgârin Hatiralari,Özcan Alper,2015,0.95,26398,tt4938790,7.0,1839
7093,14-024-C,2014,La trahison des pères,La trahison des pères,The Betrayal of our Fathers,2014-03-13,Documentary,,Rejected,Eligible,0,1,1146798.0,,['Laurent  Bécue-Renard'],7093,"[229360.0, 917438.0]","[25196, 30802]","['CH ', 'FR ']","['Switzerland', 'France']","[0.2, 0.8]","[2, 1]","['Minority', 'Majority']",48243,Of Men and War,Of Men and War,Laurent Bécue-Renard,2014,1.0,8081,tt3704008,6.9,166
7094,14-025-C,2014,My Father's Name,My Father`s Name,My Father`s Name,2014-03-13,Documentary,,Rejected,Eligible,1,0,260555.0,,['Andrei Dinu'],7094,"[200055.0, 60500.0]","[29602, 30487]","['DE ', 'RO ']","['Germany', 'Romania']","[0.7678, 0.2322]","[1, 2]","['Majority', 'Minority']",335070,Cicero,My Father's Name,"Kai Wessel, Tina Freitag",2022,0.7,8170,tt2248980,7.7,47
7095,14-026-F,2014,The Night of a Thousand Hours (Die Nacht der Tausend Stunden),La nuit des mille heures,The night of a thousand hours,2014-03-13,Fiction,,Supported,Eligible,0,0,6080000.0,,['Virgil Widrich'],7095,"[3339175.0, 862342.0, 3450519.0]","[24274, 26152, 28542]","['AT ', 'NL ', 'LU ']","['Austria', 'Netherlands', 'Luxembourg']","[0.54921, 0.14183, 0.56752]","[4, 9, 2]","['Minority', 'Minority', 'Minority']",70391,Die Nacht der 1000 Stunden,The Night of a Thousand Hours,Virgil Widrich,2016,1.0,1236,tt4410018,5.7,211
7096,14-027-F,2014,"Deux clowns pour une catastrophe, Louis-Ferdinand Céline","Deux clowns pour une catastrophe, Louis-Ferdinand Céline","Two clowns for a disaster, Louis-Ferdinand Céline",,Fiction,,Inelegible,Withdrawal Secretariat,0,1,4142107.0,,['Emmanuel   Bourdieu'],7096,"[1000000.0, 2942107.0, 200000.0]","[14853, 31319, 31322]","['BE ', 'FR ', 'ES ']","['Belgium', 'France', 'Spain']","[0.24142, 0.71029, 0.04828]","[2, 1, 3]","['Minority', 'Majority', 'Minority']",69649,Louis-Ferdinand Céline,Céline (Deux clowns pour une catastrophe),Emmanuel Bourdieu,2016,0.95,26715,tt4625536,5.4,131
7097,14-028-F,2014,Men & Chicken (Mænd & Høns),Les hommes et les poules,Men & Chicken,2014-03-13,Fiction,,Supported,Eligible,0,0,6514484.0,,['Anders Thomas Jensen'],7097,"[1587985.0, 4409328.0, 2200544.0]","[16209, 21207, 33962]","['DE ', 'DK ', 'DE ']","['Germany', 'Denmark', 'Germany']","[0.24376, 0.67685, 0.33779]","[5, 3, 4]","['Minority', 'Minority', 'Minority']",58364,Mænd & høns,Men & chicken,Anders Thomas Jensen,2015,1.0,470215,tt3877674,6.7,14615
7099,14-030-F,2014,Pelnu Sanatorija,,Sanatorium of Ashes,,Fiction,,Inelegible,Withdrawal Producer,0,0,472000.0,,['Davis   Simanis'],7099,"[94400.0, 377600.0]","[22943, 28153]","['LT ', 'LV ']","['Lithuania', 'Latvia']","[0.2, 0.8]","[2, 1]","['Minority', 'Majority']",70622,Exiled,Pelnu sanatorija,Davis Simanis Jr.,2016,1.0,6322,tt4261942,6.5,291
7100,14-031-F,2014,Cekmeceler,Les Tiroirs,Drawers,,Fiction,,Inelegible,Withdrawal Secretariat,0,1,1250421.11,,"['M. Caner  Alper', 'Mehmet  Binay']",7100,"[998421.11, 252000.0]","[31032, 31244]","['TR ', 'DE ']","['Türkiye', 'Germany']","[0.79847, 0.20153]","[1, 2]","['Majority', 'Minority']",65773,Drawers,Drawers,"Caner Alper, Mehmet Binay",2015,1.0,15878,tt3255826,7.0,1533
7101,14-032-C,2014,Zud,,Zud,2014-03-13,Documentary,,Supported,Eligible,1,0,437052.0,,['Marta Minorowicz'],7101,"[207397.0, 189833.0]","[24706, 27323]","['DE ', 'PL ']","['Germany', 'Poland']","[0.47454, 0.43435]","[2, 4]","['Minority', 'Minority']",76879,Zud,Zud,Marta Minorowicz,2016,1.0,873,tt5285632,6.0,90
7103,14-034-F,2014,Le coeur régulier,Le coeur régulier,Kokoro,,Fiction,,Inelegible,Withdrawal Producer,0,1,2491860.43,,"[""Vanja d'Alcantara""]",7103,"[1619709.43, 872151.0]","[12519, 25765]","['BE ', 'FR ']","['Belgium', 'France']","[0.65, 0.35]","[1, 2]","['Majority', 'Minority']",69609,Le coeur régulier,Le coeur régulier,Vanja d'Alcantara,2016,1.0,71030,tt4505180,5.9,150
7105,14-036-F,2014,Cristian,Cristian,Why Me?,2014-03-13,Fiction,,Supported,Eligible,0,0,1134817.0,,['Tudor Giurgiu'],7105,"[707787.98, 243729.08, 138683.2]","[195, 21950, 24326]","['RO ', 'BG ', 'HU ']","['Romania', 'Bulgaria', 'Hungary']","[0.6237, 0.21477, 0.12221]","[1, 5, 9]","['Majority', 'Minority', 'Minority']",64751,De ce eu?,Why me?,Tudor Giurgiu,2015,1.0,53295,tt4016994,7.5,2762
7106,14-037-F,2014,Vincent en het einde van de wereld,La fin du monde,Vincent and the end of the world,,Fiction,,Inelegible,Withdrawal Producer,0,1,3942500.0,,['Christophe Van Rompaey'],7106,"[2385000.0, 1557500.0]","[16163, 21136]","['BE ', 'FR ']","['Belgium', 'France']","[0.60495, 0.39505]","[1, 2]","['Majority', 'Minority']",71055,Vincent,Vincent et la fin du monde,Christophe Van Rompaey,2016,0.95,17239,tt3231020,6.8,560
7107,14-038-F,2014,Babai,Père,Father,2014-03-13,Fiction,,Rejected,Eligible,1,0,1911800.0,,['Visar Morina'],7107,"[1529370.0, 382430.0]","[18872, 22018]","['DE ', 'MK ']","['Germany', 'North Macedonia']","[0.79996, 0.20004]","[1, 2]","['Majority', 'Minority']",70180,Babai,Babai,Visar Morina,2015,1.0,4243,tt4741170,6.3,592
7108,14-039-F,2014,Den allvarsamma leken,Le jeu sérieux,The Serious Game,2014-03-13,Fiction,,Rejected,Eligible,0,1,5641500.19,,['Pernilla August'],7108,"[1088112.6, 3627011.63, 926375.96]","[250, 28518, 29567]","['DK ', 'SE ', 'NO ']","['Denmark', 'Sweden', 'Norway']","[0.19288, 0.64292, 0.16421]","[2, 1, 3]","['Minority', 'Majority', 'Minority']",68206,Den allvarsamma leken,A Serious Game,Pernilla August,2016,0.95,85694,tt2787570,6.4,1433
7109,14-040-F,2014,Smugleren,,The Smuggler,2014-03-13,Fiction,,Rejected,Eligible,0,0,5830903.79,,['Pal Sletaune'],7109,"[1166180.76, 4664723.03]","[12665, 21989]","['DK ', 'NO ']","['Denmark', 'Norway']","[0.2, 0.8]","[2, 1]","['Minority', 'Majority']",57638,The Mule,The Smuggler,"Tony Mahony, Angus Sampson",2014,1.0,552,tt2130270,6.3,6846
7110,14-041-F,2014,"Kill me Today, Tomorrow I'm Sick","Kill me Today, Tomorrow I'm Sick","Kill me Today, Tomorrow I'm Sick",,Fiction,,Inelegible,Withdrawal Secretariat,0,0,2653722.0,,['Marjan David Vajda'],7110,"[716500.0, 1671822.0, 265400.0]","[11420, 31058, 31246]","['AT ', 'DE ', 'RS ']","['Austria', 'Germany', 'Serbia']","[0.27, 0.62999, 0.10001]","[2, 1, 3]","['Minority', 'Majority', 'Minority']",89348,"Kill Me Today, Tomorrow I'm Sick!","Kill Me Today, Tomorrow I'm Sick!","Joachim Schroeder, Tobias Streck",2018,0.95,1449,tt8083504,7.2,109
7111,14-042-F,2014,"Ja, Olga Hepnarova","Moi, Olga Hepnarová","I, Olga Hepnarova",2014-03-13,Fiction,,Rejected,Eligible,1,0,1266609.4,,"['Tomas Weinreb', 'Petr Kazda']",7111,"[164659.22, 464212.35, 637737.83]","[12, 30176, 31320]","['SK ', 'PL ', 'CZ ']","['Slovakia', 'Poland', 'Czech Republic']","[0.13, 0.3665, 0.5035]","[3, 2, 1]","['Minority', 'Minority', 'Majority']",68812,"Já, Olga Hepnarová","Já, Olga Hepnarová","Petr Kazda, Tomas Weinreb, Tomás Weinreb",2016,0.95,74645,tt2953762,6.6,2728
7112,14-043-C,2014,The Korean Dream,Le rêve Coréen,The Korean Dream,2014-03-13,Documentary,,Rejected,Eligible,0,1,300000.0,,['Alvaro Longoria'],7112,"[180000.0, 90000.0, 30000.0]","[233, 31396, 31417]","['ES ', 'FR ', 'DE ']","['Spain', 'France', 'Germany']","[0.6, 0.3, 0.1]","[1, 2, 3]","['Majority', 'Minority', 'Minority']",67756,The Propaganda Game,The Korean Dream,Álvaro Longoria,2015,1.0,3427,tt4206218,6.8,4540
7113,14-044-F,2014,Birkebeinerne,,The Birch Legs (Birkebeinerne),2014-03-13,Fiction,,Supported,Eligible,0,0,5649488.0,,['Nils Gaup'],7113,"[632318.0, 631059.0, 4285255.0, 605151.0, 609621.0]","[14180, 17036, 21454, 26939, 31762]","['HU ', 'IE ', 'NO ', 'SE ', 'DK ']","['Hungary', 'Ireland', 'Norway', 'Sweden', 'Denmark']","[0.11192, 0.1117, 0.75852, 0.10712, 0.10791]","[4, 5, 1, 8, 6]","['Minority', 'Minority', 'Majority', 'Minority', 'Minority']",68169,Birkebeinerne,Birkebeinerne,Nils Gaup,2016,1.0,278130,tt4738360,6.1,7783
7123,14-045-C,2014,Particelle di dio (il senso della bellezza),Particules de Dieux (Le sens de la beauté),God Particles (The Sense of Beauty),2014-06-20,Documentary,,Rejected,Eligible,0,0,711067.0,,['Valerio Jalongo'],7123,"[490636.0, 220431.0]","[18, 22882]","['CH ', 'IT ']","['Switzerland', 'Italy']","[0.69, 0.31]","[1, 2]","['Majority', 'Minority']",72839,Il senso della Bellezza,Il senso della Bellezza,Valerio Jalongo,2017,0.95,44046,tt6821208,6.1,107
7124,14-046-F,2014,Siska Deluxe,Siska Deluxe,Siska Deluxe,2014-06-20,Fiction,,Rejected,Eligible,0,1,997819.0,,['Jan  Cvitkovic'],7124,"[128652.0, 697675.0, 171492.0]","[23296, 25250, 31970]","['CZ ', 'SI ', 'MK ']","['Czech Republic', 'Slovenia', 'North Macedonia']","[0.12893, 0.6992, 0.17187]","[3, 1, 2]","['Minority', 'Majority', 'Minority']",66068,Siska Deluxe,Siska Deluxe,Jan Cvitkovic,2015,1.0,18222,tt4373884,6.2,479
7125,14-047-F,2014,"Memories Of The Wind (""Rüzgarin Hatiralari"")",Les Mémoires Du Vent,Memories Of The Wind,2014-06-20,Fiction,,Rejected,Eligible,0,0,1331004.51,,['Ozcan Alper'],7125,"[245000.0, 186340.0, 766564.51, 133100.0]","[15115, 24268, 24690, 31137]","['DE ', 'FR ', 'TR ', 'GE ']","['Germany', 'France', 'Türkiye', 'Georgia']","[0.18407, 0.14, 0.57593, 0.1]","[2, 3, 1, 4]","['Minority', 'Minority', 'Majority', 'Minority']",65771,Rüzgârin Hatiralari,Memories of the Wind,Özcan Alper,2015,1.0,26398,tt4938790,7.0,1839
7126,14-048-F,2014,The Red Turtle,The Red Turtle,The Red Turtle,2014-06-20,Animation,,Supported,Eligible,1,0,10378702.0,,['Michael Dudok de Wit'],7126,"[9221111.0, 1037870.0]","[14826, 31740]","['FR ', 'BE ']","['France', 'Belgium']","[0.88846, 0.1]","[2, 4]","['Minority', 'Minority']",68133,La tortue rouge,The Red Turtle,Michael Dudok de Wit,2016,1.0,1030649,tt3666024,7.5,38995
