ID,Reference,refyear,OriginalTitle,FrenchTitle,EnglishTitle,CommitteDecisionDate,kind,Genre,support,SecretariatDecision,firstfilm,secondfilm,budget,reason,Director,key,AnnouncedAmount,CoproducerId,country1,countryname1_english,percentage_participation,contributor_rank,majmin,lumieres_id,lumieres_title,lumieres_matching_title,lumieres_directors,lumieres_prod_year,lumieres_relevance,lumieres_admissions,imdb_id,imdb_ratings,imdb_nbvotes
6470,11-077-F,2011,Wayfaring Strangers,,,,Fiction,,Inelegible,Withdrawal Secretariat,0,0,3649695.0,,['Stephen Bradley'],6470,"[1530000.0, 2119695.0]","[21773, 24314]","['IE ', 'FR ']","['Ireland', 'France']","[0.41921, 0.58079]","[2, 1]","['Minority', 'Majority']",50178,Noble,Noble,Stephen Bradley,2014,1.0,65418,tt2626090,6.8,1852
6471,11-078-F,2011,L'Artiste et son modèle,,,2011-06-10,Fiction,,Rejected,Eligible,0,0,3500727.0,,['Fernando Trueba'],6471,"[2579605.0, 921122.0]","[20827, 26674]","['ES ', 'FR ']","['Spain', 'France']","[0.73688, 0.26312]","[1, 2]","['Majority', 'Minority']",41697,L'artiste et son modèle,L'artiste et son modèle,Fernando Trueba,2012,1.0,213662,tt1990217,6.6,1885
6472,11-079-F,2011,Friends from France,,,2011-06-10,Fiction,,Rejected,Eligible,1,0,3093713.0,,"['Anne Weil', 'Phillipe Kotlarski']",6472,"[2231292.0, 862421.0]","[14801, 24774]","['FR ', 'DE ']","['France', 'Germany']","[0.72123, 0.27877]","[1, 2]","['Majority', 'Minority']",39152,Friends from France,Friends from France,"Philippe Kotlarski, Anne Weil",2012,1.0,11881,tt2071465,6.0,153
6473,11-080-F,2011,Poklosie,,Aftermath,2011-06-10,Fiction,,Supported,Eligible,0,0,1714456.0,,['Wladyslaw Pasikowski'],6473,"[1488622.0, 229736.0, 349261.0, 229736.0]","[11942, 16351, 26686, 27975]","['PL ', 'SK ', 'RU ', 'NL ']","['Poland', 'Slovakia', 'Russia', 'Netherlands']","[0.86828, 0.134, 0.20372, 0.134]","[2, 6, 4, 6]","['Minority', 'Minority', 'Minority', 'Minority']",41222,Pokłosie,Pokłosie,Wladyslaw Pasikowski,2012,0.95,327399,tt2209300,7.3,4252
6474,11-081-F,2011,Todos tenemos un plan,,Everybody has a plan,2011-06-10,Fiction,,Supported,Eligible,1,0,2950937.0,,['Ana Piterbarg'],6474,"[1875781.0, 312630.0, 937891.0]","[335, 25324, 26677]","['ES ', 'DE ', 'AR ']","['Spain', 'Germany', 'Argentina']","[0.63566, 0.10594, 0.31783]","[1, 5, 3]","['Majority', 'Minority', 'Minority']",41703,Todos tenemos un plan,Everybody Has a Plan,Ana Piterbarg,2012,1.0,121404,tt1674772,5.6,2161
6475,11-082-F,2011,Historia de la Meva Mort,L'histoire de ma mort,,2011-06-10,Fiction,,Rejected,Eligible,0,0,2003951.0,,['Albert Serra'],6475,"[760451.0, 1243500.0]","[26696, 26698]","['FR ', 'ES ']","['France', 'Spain']","[0.37948, 0.62052]","[2, 1]","['Minority', 'Majority']",43608,Història de la meva mort,Història de la meva mort,Albert Serra,2013,0.95,1782,tt3102458,6.4,850
6476,11-083-F,2011,Supernova,,,2011-06-10,Fiction,,Rejected,Eligible,0,1,1392397.0,,['Tamar Van Den Dop'],6476,"[1007897.0, 384500.0]","[17023, 22966]","['NL ', 'DE ']","['Netherlands', 'Germany']","[0.72386, 0.27614]","[1, 2]","['Majority', 'Minority']",49110,Supernova,Supernova,Tamar van den Dop,2014,1.0,2711,tt1730764,5.7,342
6477,11-084-F,2011,Augustine,,,2011-06-10,Fiction,,Rejected,Eligible,1,0,4000000.0,,['Alice Winocour'],6477,"[800000.0, 3200000.0]","[353, 23315]","['BE ', 'FR ']","['Belgium', 'France']","[0.2, 0.8]","[2, 1]","['Minority', 'Majority']",39111,Augustine,Augustine,Alice Winocour,2012,1.0,163993,tt2098628,6.1,1648
6479,11-085-F,2011,The Notebook,Le grand cahier,,2011-06-10,Fiction,,Supported,Eligible,0,0,2781972.0,,['Janos Szasz'],6479,"[1471396.0, 1471395.0, 368998.0, 370912.0]","[12471, 16902, 17046, 24274]","['HU ', 'DE ', 'FR ', 'AT ']","['Hungary', 'Germany', 'France', 'Austria']","[0.5289, 0.5289, 0.13264, 0.13333]","[2, 3, 6, 5]","['Minority', 'Minority', 'Minority', 'Minority']",44803,A nagy füzet,Le grand cahier,János Szász,2013,1.0,88643,tt2324384,7.0,3251
6480,11-086-F,2011,Despre Oameni Si Melci,Des escargots et des hommes,Of Snails and Men,2011-06-10,Fiction,,Supported,Eligible,0,1,1219286.0,,['Tudor Giurgiu'],6480,"[247006.0, 910663.0]","[8, 195]","['FR ', 'RO ']","['France', 'Romania']","[0.20258, 0.74688]","[6, 3]","['Minority', 'Minority']",41280,Despre oameni si melci,Des Escargots et des Hommes,Tudor Giurgiu,2012,1.0,62084,tt2078586,7.2,2482
6481,11-087-F,2011,Tu honoreras ta mère et ta mère,,,2011-06-10,Fiction,,Rejected,Eligible,0,1,4401269.0,,['Brigitte Rouan'],6481,"[3495427.0, 905842.0]","[16286, 26709]","['FR ', 'GR ']","['France', 'Greece']","[0.79419, 0.20581]","[1, 2]","['Majority', 'Minority']",39241,Tu honoreras ta mère et ta mère,Tu honoreras ta mère et ta mère,Brigitte Roüan,2012,1.0,45481,tt2607692,5.2,198
6482,11-088-F,2011,The Treasure Knights and the Secret of Melusina,,,2011-06-10,Fiction,,Supported,Eligible,1,0,4245652.0,,['Laura Schroeder'],6482,"[1438722.0, 2427588.0]","[12431, 22982]","['DE ', 'LU ']","['Germany', 'Luxembourg']","[0.33887, 0.57178]","[5, 2]","['Minority', 'Minority']",460976,Maret,Maret,Laura Schroeder,2023,1.0,178,tt14518872,5.7,18
6483,11-089-F,2011,Cristal noir,,,,Fiction,,Inelegible,Ineligible,0,0,5255429.0,,['Tonie Marshall'],6483,"[1051087.0, 4204342.0]","[252, 24725]","['DE ', 'FR ']","['Germany', 'France']","[0.2, 0.8]","[2, 1]","['Minority', 'Majority']",47917,Tu veux... ou tu veux pas?,Tu veux... ou tu veux pas?,Tonie Marshall,2014,1.0,1256579,tt2978426,5.4,2362
6484,11-090-F,2011,Crossroads,,,2011-06-10,Fiction,,Rejected,Eligible,1,0,1200315.0,,['Faysal Soysal'],6484,"[360094.5, 840220.5]","[15342, 26703]","['DE ', 'TR ']","['Germany', 'Türkiye']","[0.3, 0.7]","[2, 1]","['Minority', 'Majority']",43228,3 Yol,Crossroads,Faysal Soysal,2013,1.0,4020,tt2219370,6.3,415
6485,11-091-F,2011,Dead Man Talking,,,2011-06-10,Fiction,,Rejected,Eligible,1,0,2751509.0,,['Patrick Ridremont'],6485,"[1524812.0, 1226697.0]","[16851, 26724]","['BE ', 'LU ']","['Belgium', 'Luxembourg']","[0.55417, 0.44583]","[1, 2]","['Majority', 'Minority']",41257,Dead Man Talking,Dead Man Talking,Patrick Ridremont,2012,1.0,19941,tt2435076,6.9,489
6487,11-093-F,2011,Layla Fourie,,,,Fiction,,Inelegible,Withdrawal Producer,0,0,2913916.0,,['Pia Marais'],6487,"[1529208.0, 448058.0, 353650.0, 583000.0]","[13750, 18905, 25191, 26752]","['DE ', 'FR ', 'NL ', 'ZA ']","['Germany', 'France', 'Netherlands', 'South Africa']","[0.52479, 0.15376, 0.12137, 0.20007]","[1, 3, 4, 2]","['Majority', 'Minority', 'Minority', 'Minority']",48272,Layla Fourie,Layla Fourie,Pia Marais,2013,1.0,3756,tt2296835,5.8,221
6488,11-094-F,2011,Cyanure,,,2011-06-10,Fiction,,Rejected,Eligible,0,1,2685000.0,,['Severine Cornamusaz'],6488,"[2013750.0, 671250.0]","[25770, 26757]","['CH ', 'FR ']","['Switzerland', 'France']","[0.75, 0.25]","[1, 2]","['Majority', 'Minority']",45261,Cyanure,Cyanure,Séverine Cornamusaz,2013,1.0,2053,tt2325611,6.0,219
6489,11-095-F,2011,In the Fog,Dans la brume,,2011-06-10,Fiction,,Supported,Eligible,0,0,1889667.0,,['Sergei Loznitsa'],6489,"[109889.0, 293404.0, 1296140.0, 400000.0]","[185, 290, 24003, 26753]","['NL ', 'LV ', 'DE ', 'RU ']","['Netherlands', 'Latvia', 'Germany', 'Russia']","[0.05815, 0.15527, 0.68591, 0.21168]","[10, 7, 1, 5]","['Minority', 'Minority', 'Majority', 'Minority']",43371,V tumane,In the Fog,Sergey Loznitsa,2012,1.0,50587,tt2325741,6.7,3341
6491,11-097-F,2011,The Song of Names,,,,Fiction,,Inelegible,Withdrawal Secretariat,0,0,15831471.0,,['Vadim Perelman'],6491,"[9465713.0, 3098944.0, 3266814.0]","[26052, 26220, 26702]","['BE ', 'PL ', 'CA ']","['Belgium', 'Poland', 'Canada']","[0.5979, 0.19575, 0.20635]","[1, 3, 2]","['Majority', 'Minority', 'Minority']",88923,Persian Lessons,Persian Lessons,Vadim Perelman,2020,1.0,242854,tt9738784,7.4,12405
6555,11-098-F,2011,Atomium,,,2011-10-20,Fiction,,Rejected,Eligible,0,1,3508550.0,,['Norbert ter Hall'],6555,"[1698897.0, 1200000.0, 609653.0]","[11938, 19266, 25866]","['NL ', 'BE ', 'DE ']","['Netherlands', 'Belgium', 'Germany']","[0.48422, 0.34202, 0.17376]","[1, 2, 3]","['Majority', 'Minority', 'Minority']",46799,&Me,&Me,Norbert ter Hall,2013,1.0,240,tt2332503,5.1,276
6556,11-099-F,2011,Venuto Al Mondo,,,2011-10-20,Fiction,,Rejected,Eligible,0,0,11500000.0,,['Sergio  Castellitto'],6556,"[9200000.0, 2300000.0]","[19698, 26949]","['IT ', 'ES ']","['Italy', 'Spain']","[0.8, 0.2]","[1, 2]","['Majority', 'Minority']",40920,Venuto al mondo,Venuto al mondo,Sergio Castellitto,2012,1.0,1189406,tt1396226,7.3,17422
6557,11-100-F,2011,Il venditore di medicine,Le vendeur de medicaments,The Medicine Seller,2011-10-20,Fiction,,Supported,Eligible,0,1,1450000.0,,['Antonio Morabito'],6557,"[1224000.0, 376000.0]","[64, 15048]","['IT ', 'CH ']","['Italy', 'Switzerland']","[0.84414, 0.25931]","[1, 3]","['Majority', 'Minority']",49462,Il venditore di medicine,Il venditore di medicine,Antonio Morabito,2013,1.0,44696,tt3557828,6.8,420
6559,11-102-F,2011,Life's a breeze,La vie est une brize,,2011-10-20,Fiction,,Supported,Eligible,0,0,2500000.0,,['Lance Daly'],6559,"[2147600.0, 540400.0]","[22319, 25254]","['IE ', 'SE ']","['Ireland', 'Sweden']","[0.85904, 0.21616]","[2, 5]","['Minority', 'Minority']",44026,Life's a Breeze,Life's a Breeze,Lance Daly,2013,1.0,10374,tt2132374,6.3,1240
6560,11-103-F,2011,Invaders,,,2011-10-20,Fiction,,Rejected,Eligible,0,0,3900786.0,,['Daniel Calparsoro'],6560,"[780000.0, 3120786.0]","[15231, 18563]","['FR ', 'ES ']","['France', 'Spain']","[0.19996, 0.80004]","[2, 1]","['Minority', 'Majority']",41705,Invasor,Invader Mission,Daniel Calparsoro,2012,0.95,70442,tt2062559,5.6,960
6561,11-104-F,2011,Classroom Rascals,,Classroom Rascals,,Fiction,,Inelegible,Withdrawal Secretariat,0,0,1313510.0,,['Slobodan Skerlic'],6561,"[360100.0, 953410.0]","[17671, 26498]","['BA ', 'RS ']","['Bosnia-Herzegovina', 'Serbia']","[0.27415, 0.72585]","[2, 1]","['Minority', 'Majority']",81715,Top je bio vreo,Top je bio vreo,Slobodan Skerlic,2014,1.0,468,tt1740552,6.5,313
6563,11-106-F,2011,Les Adorés,,Marry Me,2011-10-20,Fiction,,Rejected,Eligible,1,0,6016196.0,,['Hélène Fillières'],6563,"[1819245.0, 2074331.0, 2122620.0]","[103, 297, 26964]","['BE ', 'LU ', 'FR ']","['Belgium', 'Luxembourg', 'France']","[0.30239, 0.34479, 0.35282]","[3, 2, 1]","['Minority', 'Minority', 'Majority']",43404,Une histoire d'amour,Les adorés,Hélène Fillières,2013,1.0,47042,tt2256741,4.1,622
6564,11-107-F,2011,Marnie's World,,,2011-10-20,Animation,,Rejected,Eligible,1,0,7100992.0,,['Christoph & Wolfgang Lauenstein'],6564,"[2352327.0, 4748665.0]","[12484, 25761]","['LU ', 'DE ']","['Luxembourg', 'Germany']","[0.33127, 0.66873]","[2, 1]","['Minority', 'Majority']",83437,Marnies Welt,Marnie's World,"Christoph Lauenstein, Wolfgang Lauenstein",2018,1.0,446514,tt5746054,5.4,1337
6565,11-108-F,2011,The Fifth Season,La cinquième saison,,2011-10-20,Fiction,,Supported,Eligible,0,0,1500000.0,,"['Peter Brosens', 'Jessica Woodworth']",6565,"[1601216.0, 400078.0]","[18542, 26967]","['BE ', 'NL ']","['Belgium', 'Netherlands']","[1.06748, 0.26672]","[1, 5]","['Majority', 'Minority']",43558,La cinquième saison,La cinquième saison,"Peter Brosens, Jessica Woodworth",2012,1.0,22524,tt2298820,6.8,1484
6566,11-109-F,2011,Tutto parla di te (ex Baby Blues),,All About You,2011-10-20,Fiction,,Supported,Eligible,0,1,1625100.0,,['Alina Marazzi'],6566,"[425000.0, 1472524.0]","[350, 26966]","['CH ', 'IT ']","['Switzerland', 'Italy']","[0.26152, 0.90611]","[6, 1]","['Minority', 'Majority']",43785,All About You,All About You,Alina Marazzi,2012,1.0,15980,tt2302531,5.7,126
6568,11-111-F,2011,Layla Fourie,Layla,,2011-10-20,Fiction,,Supported,Eligible,0,0,2900936.0,,['Pia Marais'],6568,"[1411889.0, 466822.0, 344000.0, 727273.0]","[13750, 18905, 25191, 26752]","['DE ', 'FR ', 'NL ', 'ZA ']","['Germany', 'France', 'Netherlands', 'South Africa']","[0.4867, 0.16092, 0.11858, 0.2507]","[2, 8, 10, 5]","['Minority', 'Minority', 'Minority', 'Minority']",48272,Layla Fourie,Layla Fourie,Pia Marais,2013,1.0,3756,tt2296835,5.8,221
6569,11-112-F,2011,Lupu,,Wolf,2011-10-20,Fiction,,Supported,Eligible,1,0,1096652.0,,['Bogdan Mustata'],6569,"[728851.0, 357910.0]","[12498, 26968]","['RO ', 'DE ']","['Romania', 'Germany']","[0.66461, 0.32637]","[2, 4]","['Minority', 'Minority']",45047,Lupu,Wolf,Bogdan Mustata,2013,1.0,519,tt2112194,4.8,151
6570,11-113-F,2011,Populaire,Populaire,,2011-10-20,Fiction,,Supported,Eligible,1,0,14702261.0,,['Regis Roinsard'],6570,"[12531466.0, 3132866.0]","[18944, 18945]","['FR ', 'BE ']","['France', 'Belgium']","[0.85235, 0.21309]","[2, 5]","['Minority', 'Minority']",39213,Populaire,Populaire,Régis Roinsard,2012,1.0,1282504,tt2070776,6.8,12745
6571,11-114-F,2011,Heaven on Earth,,,,Fiction,,Inelegible,Withdrawal Producer,0,0,3200001.0,,['Pieter Kuijpers'],6571,"[2206911.0, 993090.0]","[14511, 18922]","['NL ', 'BE ']","['Netherlands', 'Belgium']","[0.68966, 0.31034]","[1, 2]","['Majority', 'Minority']",44880,Hemel op Aarde,Hemel op Aarde,Pieter Kuijpers,2013,1.0,51717,tt2379995,6.8,634
6572,11-115-F,2011,Mamac,,,,Fiction,,Inelegible,Withdrawal Secretariat,0,0,1617481.0,,['Aida Begic'],6572,"[297578.0, 272180.0, 477091.0, 570632.0]","[174, 17705, 24729, 26981]","['TR ', 'FR ', 'DE ', 'BA ']","['Türkiye', 'France', 'Germany', 'Bosnia-Herzegovina']","[0.18398, 0.16827, 0.29496, 0.35279]","[3, 4, 2, 1]","['Minority', 'Minority', 'Minority', 'Majority']",41872,Djeca,Djeca,Aida Begic,2012,1.0,22083,tt2123230,6.4,690
6575,11-116-F,2011,God Loves Caviar,,,,Fiction,,Inelegible,Withdrawal Producer,0,0,7300000.0,,['Iannis Smaragdis'],6575,"[730000.0, 4380000.0, 2190000.0]","[333, 26977, 26979]","['HU ', 'GR ', 'RU ']","['Hungary', 'Greece', 'Russia']","[0.1, 0.6, 0.3]","[3, 1, 2]","['Minority', 'Majority', 'Minority']",41068,O Theos agapaei to haviari,God Loves Caviar,Yannis Smaragdis,2012,1.0,317735,tt2181959,5.9,3155
6577,11-117-F,2011,Wayfaring Strangers,,,2011-10-20,Fiction,,Rejected,Eligible,0,0,2306900.0,,['Stephen Bradley'],6577,"[1189500.0, 1117400.0]","[21773, 24314]","['IE ', 'FR ']","['Ireland', 'France']","[0.51563, 0.48437]","[1, 2]","['Majority', 'Minority']",50178,Noble,Noble,Stephen Bradley,2014,1.0,65418,tt2626090,6.8,1852
6578,11-118-F,2011,Les Etoiles de Sidi Moumen,,,,Fiction,,Inelegible,Withdrawal Producer,0,0,3750759.0,,['Nabil Ayouch'],6578,"[666530.0, 2089813.0, 994416.0]","[20436, 26970, 26971]","['MA ', 'FR ', 'BE ']","['Morocco', 'France', 'Belgium']","[0.17771, 0.55717, 0.26512]","[3, 1, 2]","['Minority', 'Majority', 'Minority']",43412,Les chevaux de Dieu,Les chevaux de Dieu,Nabil Ayouch,2012,1.0,53196,tt2369047,7.3,2040
6579,11-119-F,2011,Chaika,,Seagull,2011-10-20,Fiction,,Supported,Eligible,0,1,1351954.0,,['Miguel Angel Jiménez'],6579,"[1013416.0, 135138.0, 289547.0, 144774.0]","[26986, 26988, 26989, 26990]","['ES ', 'FR ', 'GE ', 'RU ']","['Spain', 'France', 'Georgia', 'Russia']","[0.74959, 0.09996, 0.21417, 0.10709]","[1, 8, 4, 6]","['Majority', 'Minority', 'Minority', 'Minority']",94228,Una ventana al mar,Una ventana al mar,Miguel Ángel Jiménez,2019,1.0,2992,tt9288850,6.6,477
6581,11-120-F,2011,Pioneer,,Pioneer,2011-10-20,Fiction,,Supported,Eligible,0,0,5273447.0,,['Erik Skjoldbjaerg'],6581,"[1057860.0, 3322870.0, 836303.0, 715350.0, 4139834.0, 1426667.0]","[13750, 16555, 17803, 19275, 29121, 29122]","['DE ', 'NO ', 'SE ', 'FR ', 'NO ', 'DE ']","['Germany', 'Norway', 'Sweden', 'France', 'Norway', 'Germany']","[0.2006, 0.63011, 0.15859, 0.13565, 0.78503, 0.27054]","[6, 3, 8, 11, 1, 4]","['Minority', 'Minority', 'Minority', 'Minority', 'Majority', 'Minority']",44953,Pioneer,Pioneer,Erik Skjoldbjærg,2013,1.0,181647,tt2369205,6.0,5314
6582,11-121-F,2011,Miel de Naranjas,,,2011-10-20,Fiction,,Rejected,Eligible,0,0,3575552.0,,['Imanol Uribe'],6582,"[2860000.0, 715552.0]","[14, 14752]","['ES ', 'PT ']","['Spain', 'Portugal']","[0.79988, 0.20012]","[1, 2]","['Majority', 'Minority']",41698,Miel de naranjas,Miel de naranjas,Imanol Uribe,2012,1.0,63134,tt2011130,5.6,354
6584,11-123-F,2011,When Day Breaks,Quand le jour se leve,,,Fiction,,Inelegible,Withdrawal Producer,0,0,1405000.0,,['Goran Paskaljevic'],6584,"[524600.0, 150400.0, 730000.0]","[14264, 16896, 26985]","['FR ', 'MK ', 'RS ']","['France', 'North Macedonia', 'Serbia']","[0.37338, 0.10705, 0.51957]","[2, 3, 1]","['Minority', 'Minority', 'Majority']",49046,Kad svane dan,When Day Breaks,Goran Paskaljevic,2012,1.0,4516,tt2093153,6.9,881
6585,11-124-F,2011,La Religieuse,,The Nun,2011-10-20,Fiction,,Supported,Eligible,0,0,5367682.0,,['Guillaume Nicloux'],6585,"[1054866.0, 3534827.0, 0.0, 1283582.0]","[353, 24323, 26983, 31573]","['BE ', 'FR ', 'DE ', 'DE ']","['Belgium', 'France', 'Germany', 'Germany']","[0.19652, 0.65854, 0.0, 0.23913]","[7, 1, 10, 4]","['Minority', 'Majority', 'Minority', 'Minority']",43296,La religieuse,La religieuse,Guillaume Nicloux,2013,1.0,332739,tt2215221,6.5,1997
6586,11-125-F,2011,Santa,,,2011-10-20,Fiction,,Rejected,Eligible,1,0,1188945.0,,['Marius Ivaskevicius'],6586,"[329896.0, 859049.0]","[22498, 26994]","['FI ', 'LT ']","['Finland', 'Lithuania']","[0.27747, 0.72253]","[2, 1]","['Minority', 'Majority']",49810,Santa,Santa,Marius Ivaskevicius,2014,1.0,13065,tt2192116,6.2,346
6587,11-126-F,2011,Mr Morgan's last Love,,,2011-10-20,Fiction,,Rejected,Eligible,0,0,7042706.0,,['Sandra Nettelbeck'],6587,"[1978033.0, 5064673.0]","[16380, 23941]","['BE ', 'DE ']","['Belgium', 'Germany']","[0.28086, 0.71914]","[2, 1]","['Minority', 'Majority']",43172,Mr. Morgan's Last Love,Mr. Morgan's Last Love,Sandra Nettelbeck,2013,0.95,369965,tt1838603,6.7,13284
6588,11-127-F,2011,Hannah Arendt,,Hannah Arendt,2011-10-20,Fiction,,Supported,Eligible,0,0,6503006.0,,['Margarethe Von Trotta'],6588,"[3651454.0, 660700.0, 2253217.0]","[141, 204, 21306]","['DE ', 'FR ', 'LU ']","['Germany', 'France', 'Luxembourg']","[0.5615, 0.1016, 0.34649]","[2, 8, 4]","['Minority', 'Minority', 'Minority']",39302,Hannah Arendt,Hannah Arendt,Margarethe von Trotta,2012,1.0,1286675,tt1674773,7.1,12058
6589,11-128-F,2011,Lifelong,La Révélation d'Ela,Woman and man,2011-10-20,Fiction,,Supported,Eligible,0,1,994751.0,,['Asli Ozge'],6589,"[257450.0, 610480.0, 106758.0]","[283, 1701, 27011]","['DE ', 'TR ', 'NL ']","['Germany', 'Türkiye', 'Netherlands']","[0.25881, 0.6137, 0.10732]","[4, 1, 5]","['Minority', 'Majority', 'Minority']",43187,Hayatboyu,Lifelong,Asli Özge,2013,1.0,6955,tt2637978,5.7,595
6590,11-129-F,2011,The Hunt,La chasse,The Hunt,2011-10-20,Fiction,,Supported,Eligible,0,0,2780562.0,,['Thomas Vinterberg'],6590,"[2269638.0, 568830.0]","[14517, 26939]","['DK ', 'SE ']","['Denmark', 'Sweden']","[0.81625, 0.20457]","[1, 6]","['Majority', 'Minority']",40207,Jagten,La chasse,Thomas Vinterberg,2012,1.0,1739988,tt2106476,8.3,367088
6591,11-130-F,2011,Watchtower,,La tour de guet,2011-10-20,Fiction,,Supported,Eligible,0,1,941685.0,,['Pelin Esmer'],6591,"[195996.0, 165740.0, 626748.0]","[23367, 24268, 27009]","['DE ', 'FR ', 'TR ']","['Germany', 'France', 'Türkiye']","[0.20813, 0.176, 0.66556]","[4, 8, 1]","['Minority', 'Minority', 'Majority']",39327,Gözetleme Kulesi,La tour de guet,Pelin Esmer,2012,1.0,23395,tt2191332,7.1,2893
6592,11-131-F,2011,Vanita,,There Will Come a Day,2011-10-20,Fiction,,Supported,Eligible,0,0,4200816.0,,['Giorgio Diritti'],6592,"[4590109.0, 510012.0]","[202, 26757]","['IT ', 'FR ']","['Italy', 'France']","[1.09267, 0.12141]","[1, 5]","['Majority', 'Minority']",43734,Un giorno devi andare,There Will Come a Day,Giorgio Diritti,2013,1.0,193896,tt1951299,6.3,411
6593,11-132-F,2011,The Black Brothers,,,2011-10-20,Fiction,,Rejected,Eligible,0,0,8112562.0,,['Urs Egger'],6593,"[1620803.0, 6491759.0]","[15147, 26550]","['CH ', 'DE ']","['Switzerland', 'Germany']","[0.19979, 0.80021]","[2, 1]","['Minority', 'Majority']",45172,Die schwarzen Brüder,The Black Brothers,Xavier Koller,2013,1.0,151335,tt1853544,6.1,485
6650,11-133-F,2011,"Ma maman est en Amérique, elle a rencontré Buffalo Bill",,,2011-12-15,Animation,,Rejected,Eligible,1,0,3735600.0,,"['Marc Boreal', 'Thibaut Chatel']",6650,"[749108.0, 2986492.0]","[17644, 27236]","['LU ', 'FR ']","['Luxembourg', 'France']","[0.20053, 0.79947]","[2, 1]","['Minority', 'Majority']",43389,"Ma maman est en Amérique, elle a rencontré Buffalo Bill","Ma maman est en Amérique, elle a rencontré Buffalo Bill","Marc Boreal, Thibaut Chatel, Marc Boréal",2012,1.0,111715,tt2768474,6.9,69
6652,11-135-F,2011,The Fall from Eden,,,,Fiction,,Inelegible,Withdrawal Producer,1,0,404529.0,,['Karahan Ferit'],6652,[404529.0],[27233],['TR '],['Türkiye'],[1.0],[1],['Majority'],47293,Cennetten Kovulmak,The Fall from Heaven,Ferit Karahan,2014,0.95,7274,tt2492738,5.7,428
6653,11-136-C,2011,The Birth of Art,,,,Documentary,,Inelegible,Ineligible,0,0,,,[' Aleksei and Aleksei'],6653,,,,,,,,68712,The Birth of a Nation,The Birth of a Nation,Nate Parker,2016,0.78,168887,tt4196450,6.5,21888
6654,11-137-F,2011,Giraffada,,Giraffada,2011-12-15,Fiction,,Supported,Eligible,1,0,1502816.0,,['Rani Massalha'],6654,"[581713.0, 145428.0, 727142.0]","[141, 202, 204]","['DE ', 'IT ', 'FR ']","['Germany', 'Italy', 'France']","[0.38708, 0.09677, 0.48385]","[6, 11, 4]","['Minority', 'Minority', 'Minority']",48029,Girafada,Giraffada,Rani Massalha,2013,1.0,32275,tt3132086,6.3,290
6655,11-138-F,2011,Heaven on Earth (Hemel op Aarde),,Love is the Word,2011-12-15,Fiction,,Supported,Eligible,0,0,3200001.0,,['Pieter Kuijpers'],6655,"[2339737.0, 860264.0]","[14511, 18922]","['NL ', 'BE ']","['Netherlands', 'Belgium']","[0.73117, 0.26883]","[1, 4]","['Majority', 'Minority']",44880,Hemel op Aarde,Love is the Word,Pieter Kuijpers,2013,1.0,51717,tt2379995,6.8,634
6656,11-139-F,2011,NightFall in India,,,2011-12-15,Fiction,,Supported,Eligible,1,0,1787260.0,,['Chema Rodriguez'],6656,"[338069.0, 169035.0, 1183242.0]","[12498, 16385, 16977]","['RO ', 'SE ', 'ES ']","['Romania', 'Sweden', 'Spain']","[0.18915, 0.09458, 0.66204]","[7, 10, 3]","['Minority', 'Minority', 'Minority']",49034,Anochece en la India,Nightfall in India,Chema Rodríguez,2014,1.0,9714,tt2171761,5.9,238
6657,11-140-F,2011,Camiel Borgmann,,,2011-12-15,Fiction,,Supported,Eligible,0,0,3492750.0,,['Alex van Warmerdam'],6657,"[2004450.0, 730724.0, 319351.0]","[12487, 22613, 27254]","['NL ', 'BE ', 'DK ']","['Netherlands', 'Belgium', 'Denmark']","[0.57389, 0.20921, 0.09143]","[3, 6, 9]","['Minority', 'Minority', 'Minority']",43431,Borgman,Camiel Borgman,Alex van Warmerdam,2013,0.95,161925,tt1954315,6.7,19036
6658,11-141-F,2011,Halima's Path,,,2011-12-15,Fiction,,Rejected,Eligible,0,0,1220266.0,,['Arsen Anton Ostojic'],6658,"[122603.0, 222372.0, 122139.0, 753152.0]","[12518, 14833, 18767, 18840]","['AT ', 'SI ', 'BA ', 'HR ']","['Austria', 'Slovenia', 'Bosnia-Herzegovina', 'Croatia']","[0.10047, 0.18223, 0.10009, 0.6172]","[3, 2, 4, 1]","['Minority', 'Minority', 'Minority', 'Majority']",42103,Halimin put,Halima's Path,Arsen A. Ostojic,2012,1.0,8504,tt2244877,8.0,2478
